org,downloads_vision,downloads_language,downloads_speech,downloads_3d,downloads_multimodal,downloads_protein,downloads_vector,descendants,num_vision,num_language,num_speech,num_3d,num_multimodal,num_protein,num_vector,likes,issue,num_adapted_chips,score,rank,delta rank
Princeton NLP,0.0,0.001752745428963024,0.0,0.0,0.0,0.0,0.0,0.0071817255369469495,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.006103706387942066,0.01808615586977968,0.25,0.02093746295686843,28,-3.0
UKP Lab,0.0,0.0,0.0,0.0,0.0025002407271033406,0.0,1.0,0.018670563577979887,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,1.0,0.10182658226414668,0.09487010851693523,0.25,0.13744045006370953,7,0.0
Tencent,0.002898431710552581,0.0005895117988466742,2.4345851191656444e-05,0.806922524655826,0.0012471133785274206,0.0,1.9820509608644658e-06,0.003172649835599054,0.09523809523809523,0.078125,0.006289308176100629,1.0,0.07878787878787878,0.0,0.019417475728155338,0.13693138709275596,0.07218020388030254,0.25,0.14176810601026624,6,-1.0
ByteDance,0.0010629748053687274,0.006455927463072984,0.0,0.006259997732797602,0.010674617314592277,0.0,0.0,0.00282654258080643,0.026455026455026454,0.05357142857142857,0.0,0.5714285714285714,0.10909090909090909,0.0,0.0,0.11785022704881833,0.07661953304833936,0.5,0.08234976419665174,13,-1.0
MistralAI,0.0,0.05313374263388789,0.0,0.0,0.011109238851530092,0.0,0.0,0.10570692406791393,0.0,0.06696428571428571,0.0,0.0,0.030303030303030304,0.0,0.0,0.35621185183507537,0.3030253206182177,0.25,0.0653585774457745,14,
StanfordNLP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.013888888888888888,32,
Moonshot,1.136685372100336e-05,0.009797955264129486,0.0,0.0,0.005242431547725038,0.0,0.0,0.0011440767588978408,0.005291005291005291,0.013392857142857142,0.0,0.0,0.030303030303030304,0.0,0.0,0.0534951929065646,0.028937849391647483,0.25,0.022089764747754346,27,
MLFoundations,0.0,0.0001650863245643773,0.0,0.0,0.0,0.0,0.0,0.00014421135616359337,0.0,0.002232142857142857,0.0,0.0,0.0,0.0,0.0,0.00028310326474684905,0.0006576783952647156,0.25,0.014082345677660134,31,
Salesforce,0.0,0.024683526623442194,0.0,0.0,0.11005791834639879,0.0,0.001222124335147939,0.005374276539696579,0.0,0.11830357142857142,0.0,0.0,0.15151515151515152,0.0,0.06796116504854369,0.07135334684679584,0.09782966129562644,0.25,0.04990559677663191,17,
Meituan,0.0,0.0005622261445944588,0.0,0.0,0.0,0.0,0.0,4.807045205453112e-05,0.0,0.008928571428571428,0.0,0.0,0.0,0.0,0.0,0.00588854790673446,0.006905623150279513,0.25,0.015129613282346355,30,
Xiaomi,0.0,0.0006310379378762762,0.0,0.0,0.0024908382888558732,0.0,0.0,7.69127232872498e-05,0.0,0.011160714285714286,0.0,0.0,0.03636363636363636,0.0,0.0,0.00871958055420295,0.008220979940808944,0.25,0.017647983338576773,29,
